Temperature,Humidity,Soil Moisture,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Soil Type,Season,Location,Crop
20.4,79.1,71.88059472896563,29,144,203,6.0,81.9,Red,Zaid,Mumbai,Grapes
32.2,51.1,43.59440223139522,27,24,21,5.1,92.2,Red,Rabi,Mumbai,Mango
29.2,44.3,31.781194106193546,43,28,30,4.8,96.4,Black,Rabi,Nashik,Mango
25.6,79.5,64.6143501405526,93,62,42,6.3,157.7,Red,Kharif,Nashik,Jute
27.1,47.6,39.909713665239984,55,33,12,6.8,78.3,Black,Kharif,Ahmedabad,Maize
19.9,62.9,57.86387515574342,39,62,25,6.0,109.9,Loamy,Zaid,Kolkata,Pigeonpeas
18.2,57.0,48.7373915641808,28,79,89,6.2,62.8,Red,Rabi,Mumbai,Chickpea
22.1,82.5,72.86936808275458,38,140,191,6.5,76.7,Clay,Rabi,Nashik,Grapes
22.1,74.4,66.28412519810504,65,58,30,6.9,138.8,Loamy,Kharif,Nagpur,Jute
22.3,87.4,77.46838549085346,61,47,57,6.9,163.3,Red,Zaid,Hyderabad,Papaya
29.6,70.0,56.47547230359308,23,67,13,6.0,57.2,Black,Rabi,Chennai,Lentil
26.1,61.2,50.770372286959926,38,50,17,6.2,36.8,Clay,Zaid,Nashik,Mungbean
21.3,66.8,61.746523916849725,26,54,70,5.9,60.4,Clay,Rabi,Bangalore,Chickpea
23.4,93.5,82.32385761700023,69,48,45,7.1,191.4,Clay,Zaid,Bangalore,Papaya
23.7,97.8,85.56179107014327,122,26,49,6.8,57.6,Loamy,Zaid,Kolkata,Watermelon
24.7,79.1,68.25848095737237,102,96,58,5.9,90.4,Loamy,Kharif,Bangalore,Banana
32.4,45.8,38.317651322536264,40,28,26,5.2,85.7,Loamy,Rabi,Chennai,Mango
18.0,53.8,43.693120416825224,27,55,81,5.5,42.9,Clay,Rabi,Nagpur,Chickpea
19.2,84.5,75.14033796588942,76,48,48,6.3,223.1,Red,Kharif,Ahmedabad,Rice
26.1,92.4,83.69653910556048,33,28,26,5.7,173.9,Clay,Rabi,Mumbai,Coconut
26.9,52.9,43.77821039343292,102,30,39,6.7,142.8,Black,Kharif,Kolkata,Coffee
19.3,87.9,73.33181269848218,35,34,34,6.4,112.5,Clay,Kharif,Ahmedabad,Pomegranate
24.1,87.3,75.44492340640383,102,7,58,6.6,15.9,Clay,Zaid,Mumbai,Muskmelon
24.6,49.9,37.52861511881869,35,80,25,6.2,99.1,Red,Rabi,Mumbai,Pigeonpeas
23.6,94.3,88.30317815967324,51,63,47,6.1,196.9,Red,Rabi,Nashik,Papaya
17.9,60.9,51.64616367510363,35,66,84,5.7,48.9,Red,Rabi,Ahmedabad,Chickpea
26.3,97.4,90.0,89,28,42,6.9,62.4,Red,Zaid,Chennai,Watermelon
28.7,90.6,83.1953283490137,34,30,34,5.9,151.4,Clay,Kharif,Nagpur,Coconut
20.6,61.3,48.12430713985069,37,57,73,6.2,51.0,Black,Rabi,Nagpur,Chickpea
34.8,55.9,42.07434076611216,38,32,37,6.1,106.6,Clay,Zaid,Delhi,Mango
25.7,65.6,60.233086048191815,31,59,22,7.6,100.9,Clay,Kharif,Nashik,Pigeonpeas
26.2,89.2,74.67199469689828,111,22,57,6.7,39.0,Loamy,Zaid,Hyderabad,Watermelon
18.1,27.9,13.07805455904969,35,55,14,5.7,126.9,Red,Rabi,Bangalore,Kidneybeans
25.9,61.0,51.851382728669904,50,58,12,6.4,76.6,Clay,Kharif,Delhi,Blackgram
26.4,90.4,76.49233869282389,39,11,16,7.0,107.8,Black,Zaid,Pune,Orange
19.3,84.9,71.29451230181975,90,52,45,6.5,197.9,Black,Kharif,Hyderabad,Rice
19.2,55.9,45.00282248143925,23,50,84,5.7,59.1,Clay,Rabi,Kolkata,Chickpea
28.3,66.4,58.44765241766722,38,55,23,7.7,123.9,Red,Rabi,Delhi,Pigeonpeas
21.6,85.3,75.62501281597129,93,39,43,6.7,212.7,Loamy,Kharif,Pune,Rice
29.2,60.4,52.75195144524325,56,55,27,6.7,71.0,Red,Rabi,Ahmedabad,Blackgram
24.7,22.5,10.5193245122029,33,55,25,5.5,68.9,Black,Kharif,Chennai,Kidneybeans
29.3,92.3,78.96377643906483,30,28,7,7.1,96.1,Red,Zaid,Nashik,Orange
27.4,88.9,74.16688569979755,111,28,58,6.7,21.7,Loamy,Zaid,Nashik,Muskmelon
26.4,94.0,83.67006282868928,31,18,25,5.4,181.7,Red,Zaid,Chennai,Coconut
25.0,72.0,59.43000105451148,115,19,25,7.1,126.2,Clay,Zaid,Pune,Coffee
20.8,56.1,41.95922332725685,38,74,75,6.5,39.3,Black,Rabi,Nashik,Chickpea
25.7,51.4,44.57464065704988,95,21,25,6.9,144.3,Red,Zaid,Mumbai,Coffee
30.8,65.6,56.2344138397261,16,63,23,6.7,45.1,Loamy,Zaid,Hyderabad,Mungbean
27.9,57.5,48.94276323169353,39,27,22,6.2,89.3,Loamy,Rabi,Hyderabad,Mango
24.4,97.4,87.67425060711633,48,46,43,6.1,177.6,Black,Rabi,Nagpur,Papaya
28.5,81.6,68.68514682173922,108,90,52,6.7,124.6,Red,Kharif,Bangalore,Banana
22.3,59.2,46.204291318232116,41,62,81,5.3,42.8,Loamy,Rabi,Pune,Chickpea
16.3,20.4,12.873096698441499,23,53,29,6.2,115.0,Clay,Rabi,Delhi,Kidneybeans
26.4,74.8,64.73850309583273,59,34,46,5.5,136.2,Red,Kharif,Nagpur,Jute
29.7,88.0,74.28028290957204,35,22,31,6.7,161.8,Clay,Zaid,Delhi,Coconut
24.5,55.1,40.654208980666624,117,49,25,6.3,79.5,Clay,Kharif,Kolkata,Cotton
25.2,93.6,78.76634401928791,34,12,32,5.4,104.2,Black,Kharif,Kolkata,Pomegranate
28.5,81.1,75.66522988124464,28,138,209,6.4,62.2,Loamy,Zaid,Pune,Grapes
27.7,71.5,65.90291696446205,37,36,25,7.3,56.1,Red,Rabi,Nagpur,Mungbean
21.6,44.9,37.88366986818709,34,61,15,7.6,153.1,Clay,Zaid,Chennai,Pigeonpeas
22.5,56.0,50.377428287639674,88,23,37,6.4,173.7,Clay,Zaid,Chennai,Coffee
25.3,54.0,40.71103946290039,31,31,28,3.9,33.6,Loamy,Rabi,Chennai,Mothbeans
24.2,58.6,52.52733956035783,35,80,15,6.7,98.9,Clay,Rabi,Delhi,Pigeonpeas
26.7,42.6,32.50497449503736,35,42,27,5.7,51.4,Loamy,Rabi,Ahmedabad,Mothbeans
29.4,65.6,55.264667345616786,41,32,24,5.7,72.1,Clay,Kharif,Kolkata,Mothbeans
30.5,44.9,34.29559200897377,22,54,14,5.9,113.2,Red,Zaid,Hyderabad,Pigeonpeas
24.6,94.7,88.93499667109276,23,10,31,7.0,114.3,Loamy,Rabi,Delhi,Pomegranate
25.9,63.3,52.789231517273244,116,16,37,6.7,142.4,Loamy,Zaid,Nagpur,Coffee
20.7,61.3,52.52896835011212,8,83,13,6.9,44.8,Red,Zaid,Nashik,Lentil
24.8,87.1,76.23499899188951,104,21,41,5.5,31.4,Red,Zaid,Kolkata,Muskmelon
5.0,97.1,88.99462197273346,38,148,208,5.4,102.9,Clay,Rabi,Hyderabad,Apple
29.8,43.8,37.92826444314594,36,36,25,6.0,105.1,Clay,Zaid,Delhi,Mango
26.0,46.9,34.60962824303986,20,82,29,5.0,128.9,Clay,Zaid,Kolkata,Pigeonpeas
5.0,89.4,81.72119023900754,15,124,208,6.4,100.0,Black,Rabi,Hyderabad,Apple
33.2,71.3,59.349570006101416,55,53,13,6.9,68.3,Loamy,Kharif,Kolkata,Blackgram
29.6,64.4,58.00756490644512,40,49,27,7.0,30.4,Black,Zaid,Bangalore,Mungbean
29.8,91.0,82.54672281499842,17,34,25,5.4,166.5,Black,Zaid,Mumbai,Coconut
27.2,91.9,79.9434539928001,41,47,49,6.0,129.5,Clay,Rabi,Pune,Papaya
24.7,94.0,86.99454310024153,41,7,37,6.0,160.2,Loamy,Zaid,Delhi,Coconut
18.5,59.4,45.95024658332855,15,52,16,6.0,41.8,Black,Rabi,Chennai,Lentil
26.7,97.3,85.63892867104818,90,26,43,6.6,52.9,Clay,Zaid,Kolkata,Watermelon
18.8,93.4,79.53615878929386,24,8,6,6.2,95.8,Red,Zaid,Ahmedabad,Orange
26.9,82.1,72.37430227387196,74,31,47,6.4,185.8,Red,Kharif,Nashik,Rice
27.8,84.4,69.53290765418417,119,71,47,5.6,105.8,Red,Kharif,Ahmedabad,Banana
27.9,96.4,81.7131896902412,61,51,40,6.4,165.0,Black,Kharif,Delhi,Papaya
17.0,26.0,11.515459189764705,24,83,26,5.5,141.6,Black,Zaid,Delhi,Kidneybeans
24.6,91.3,82.88397020125362,17,31,31,5.4,160.8,Red,Rabi,Kolkata,Coconut
31.5,42.1,34.44821829625443,27,42,28,6.6,94.8,Loamy,Kharif,Pune,Mango
19.1,25.1,11.75356113124927,20,56,17,6.0,107.5,Loamy,Zaid,Ahmedabad,Kidneybeans
27.5,67.1,58.19850622284816,19,51,12,6.0,60.1,Loamy,Rabi,Ahmedabad,Mungbean
24.6,50.3,42.38610278608583,90,10,31,6.0,184.2,Red,Kharif,Kolkata,Coffee
21.1,84.6,78.13223340961426,56,55,30,6.9,195.0,Clay,Kharif,Nagpur,Rice
26.6,59.5,47.30281964585327,105,42,24,6.0,72.5,Clay,Kharif,Mumbai,Cotton
19.8,49.8,35.17625893704357,37,63,28,4.9,151.8,Red,Kharif,Pune,Pigeonpeas
20.4,26.3,14.490246572385118,41,72,15,5.8,77.9,Loamy,Rabi,Pune,Kidneybeans
26.4,94.2,80.87401240593343,115,11,51,6.4,25.0,Red,Zaid,Ahmedabad,Muskmelon
32.2,42.7,32.28530607542278,44,14,33,5.2,93.3,Clay,Kharif,Bangalore,Mango
24.6,86.2,71.38190427964885,92,57,49,6.9,216.9,Black,Kharif,Pune,Rice
13.9,95.6,86.31903342905602,33,143,193,5.9,122.4,Black,Kharif,Chennai,Apple
25.7,85.2,71.80593180168697,82,52,34,6.6,192.6,Clay,Kharif,Nagpur,Rice
26.1,97.3,88.650505403236,95,17,46,6.1,57.2,Red,Zaid,Ahmedabad,Watermelon
26.7,73.7,61.65430098324037,99,93,59,5.3,110.9,Black,Rabi,Ahmedabad,Banana
24.6,89.5,81.33110104812586,115,10,44,7.1,63.3,Black,Zaid,Kolkata,Watermelon
24.4,85.8,75.80174269489495,93,94,50,5.6,85.5,Clay,Rabi,Ahmedabad,Banana
24.5,22.3,10.0,19,57,19,6.0,84.2,Clay,Rabi,Ahmedabad,Kidneybeans
26.2,72.1,58.188658944808495,74,45,36,6.7,174.4,Black,Kharif,Ahmedabad,Jute
22.4,55.1,45.35516959517914,21,73,84,5.5,46.0,Red,Rabi,Chennai,Chickpea
30.1,43.5,33.684880154421606,37,57,21,5.3,45.2,Loamy,Rabi,Mumbai,Mothbeans
24.2,64.4,49.8784115595777,98,35,38,7.0,164.2,Clay,Rabi,Pune,Coffee
26.4,95.0,80.76686889783153,94,11,45,5.8,36.0,Red,Zaid,Nagpur,Watermelon
32.6,65.1,51.94648598179819,41,66,10,7.6,66.6,Loamy,Rabi,Pune,Blackgram
5.0,90.8,76.86500838378879,19,126,209,6.1,117.4,Loamy,Rabi,Kolkata,Apple
29.7,79.1,71.21820155354952,94,74,49,6.5,101.0,Clay,Rabi,Ahmedabad,Banana
16.7,52.5,43.42269337014926,42,72,73,5.6,42.1,Black,Rabi,Nashik,Chickpea
30.0,60.0,53.96510800520666,38,61,26,7.5,57.5,Clay,Kharif,Delhi,Mungbean
21.7,72.5,59.69116656236483,124,37,23,7.1,75.4,Loamy,Kharif,Chennai,Cotton
28.8,87.5,79.72613201719163,43,12,35,6.3,217.3,Black,Zaid,Nagpur,Coconut
28.5,93.9,85.79848195442048,112,34,42,6.4,23.6,Clay,Zaid,Nagpur,Muskmelon
25.3,26.0,13.450866863412944,19,66,16,6.0,116.2,Red,Rabi,Chennai,Kidneybeans
21.2,52.4,46.18277851615758,23,53,81,5.4,63.8,Loamy,Rabi,Pune,Chickpea
25.6,59.9,49.925328948726154,45,73,28,6.9,73.2,Black,Zaid,Hyderabad,Blackgram
29.4,94.6,82.427000639864,34,16,25,5.9,201.8,Clay,Kharif,Hyderabad,Coconut
22.9,72.4,63.35431940103568,92,29,30,6.5,121.2,Clay,Zaid,Delhi,Coffee
24.8,87.5,81.3830277946101,104,12,56,6.7,46.4,Red,Zaid,Ahmedabad,Watermelon
29.2,62.4,56.610916656731476,22,60,20,6.2,54.9,Loamy,Rabi,Delhi,Mungbean
24.4,79.6,65.96207919915616,79,41,45,6.0,219.1,Clay,Kharif,Mumbai,Rice
23.2,19.8,10.0,26,68,12,5.9,147.0,Loamy,Rabi,Bangalore,Kidneybeans
24.4,92.8,84.45639862130434,64,47,43,7.0,117.0,Red,Rabi,Ahmedabad,Papaya
25.2,90.8,80.09529811891491,37,8,37,6.8,115.4,Clay,Rabi,Nashik,Pomegranate
5.0,90.9,80.55690068524878,15,121,208,5.3,118.6,Red,Rabi,Hyderabad,Apple
26.5,71.9,65.51531066248583,51,74,18,6.6,66.2,Red,Zaid,Mumbai,Blackgram
24.1,91.7,84.94601068611327,113,25,47,6.0,34.4,Red,Zaid,Nagpur,Muskmelon
34.8,97.3,86.78411231843069,38,33,18,6.5,110.3,Black,Rabi,Mumbai,Orange
25.4,84.5,73.64282552054411,72,31,41,5.6,158.0,Clay,Kharif,Hyderabad,Jute
25.7,95.3,81.45307565752265,29,31,39,5.5,203.4,Loamy,Rabi,Mumbai,Coconut
22.1,66.1,57.46298232720993,20,79,87,6.5,42.3,Red,Rabi,Delhi,Chickpea
26.1,62.2,56.64710157114706,31,71,25,7.5,125.6,Loamy,Kharif,Bangalore,Pigeonpeas
24.6,93.0,78.65174854370542,68,55,49,7.1,192.8,Red,Kharif,Delhi,Papaya
29.3,95.2,83.09615341556702,85,18,59,5.6,29.3,Clay,Zaid,Chennai,Muskmelon
18.9,57.8,44.62054486553399,31,77,70,6.1,37.4,Clay,Rabi,Kolkata,Chickpea
24.5,61.0,54.30711143361789,18,67,15,7.1,138.5,Loamy,Zaid,Chennai,Pigeonpeas
28.7,81.9,76.17418082877415,43,134,192,6.5,67.0,Clay,Rabi,Chennai,Grapes
24.9,86.9,81.37112391110874,119,62,53,5.4,121.3,Clay,Zaid,Bangalore,Banana
23.8,62.9,53.61929970502359,106,25,34,6.6,133.3,Black,Zaid,Mumbai,Coffee
26.1,84.1,73.6100681499675,25,131,191,5.3,57.5,Red,Kharif,Chennai,Grapes
26.0,73.3,62.134537708914,62,32,35,5.5,158.7,Clay,Kharif,Ahmedabad,Jute
18.8,88.0,82.35963140880861,19,22,10,6.2,120.3,Loamy,Zaid,Delhi,Orange
26.7,93.0,79.73433556099444,18,12,28,6.6,154.8,Loamy,Kharif,Bangalore,Coconut
24.2,18.8,13.54815164333337,19,59,26,5.7,84.2,Clay,Zaid,Pune,Kidneybeans
24.8,84.5,77.43053225032861,57,48,31,6.7,183.5,Black,Kharif,Kolkata,Rice
26.5,59.1,46.633934658878665,115,11,35,7.0,186.6,Loamy,Kharif,Pune,Coffee
26.2,93.6,83.36328899102188,66,52,49,6.2,154.2,Loamy,Rabi,Delhi,Papaya
29.7,63.5,48.500942402713,44,39,22,7.0,41.9,Black,Rabi,Kolkata,Mungbean
22.5,23.1,16.902700144182482,44,84,15,6.1,91.0,Loamy,Zaid,Ahmedabad,Kidneybeans
25.3,52.2,46.9032176020072,109,50,12,6.1,89.1,Black,Kharif,Bangalore,Cotton
25.3,90.5,83.6140867183052,15,29,44,6.1,113.3,Red,Kharif,Kolkata,Pomegranate
24.2,60.5,50.07555138634889,81,59,24,7.0,100.6,Black,Kharif,Ahmedabad,Maize
27.2,65.1,55.18696524588189,38,78,28,6.8,75.6,Red,Zaid,Ahmedabad,Blackgram
25.1,76.7,67.02489832801065,117,98,51,6.5,122.8,Clay,Zaid,Bangalore,Banana
20.5,88.6,77.96216823531546,21,22,17,7.0,132.9,Loamy,Kharif,Mumbai,Orange
20.1,83.5,75.89002867912949,60,48,46,6.4,188.5,Loamy,Kharif,Nagpur,Rice
17.4,89.1,77.33584017247624,36,17,31,5.4,119.2,Clay,Zaid,Kolkata,Pomegranate
25.2,80.0,66.81989724587254,39,133,191,6.6,67.8,Loamy,Zaid,Chennai,Grapes
30.3,52.7,45.23149101161857,30,74,26,6.1,129.8,Loamy,Zaid,Nagpur,Pigeonpeas
25.7,92.1,85.28454604136829,104,9,40,6.6,31.5,Red,Zaid,Mumbai,Muskmelon
23.9,67.4,59.47334625335276,92,20,28,6.4,190.0,Red,Kharif,Ahmedabad,Coffee
17.5,55.0,48.62354957298512,23,63,26,7.1,136.6,Red,Kharif,Nagpur,Pigeonpeas
15.4,94.8,87.50930075323126,27,134,193,5.4,103.1,Loamy,Kharif,Hyderabad,Apple
24.0,87.7,75.85779756222847,118,30,47,6.1,62.2,Black,Zaid,Nashik,Watermelon
27.6,88.1,77.84499801852503,102,21,52,6.7,58.8,Loamy,Zaid,Bangalore,Watermelon
30.1,44.2,33.558076016719454,37,30,11,5.8,66.8,Black,Kharif,Delhi,Mothbeans
32.5,97.1,90.0,25,24,13,5.9,123.2,Loamy,Zaid,Mumbai,Orange
17.3,58.9,49.78777201759482,37,65,12,5.5,140.0,Clay,Kharif,Nagpur,Pigeonpeas
30.4,57.2,50.84612728688574,17,24,37,4.9,82.1,Loamy,Zaid,Mumbai,Mango
22.8,69.0,63.00096340648232,127,44,16,6.8,88.8,Loamy,Kharif,Delhi,Cotton
24.3,69.8,60.203742946284876,86,63,49,6.5,169.3,Loamy,Kharif,Pune,Jute
25.6,91.3,85.74511957099422,29,18,30,6.3,110.3,Loamy,Rabi,Nashik,Pomegranate
29.6,89.6,81.52062823057184,103,25,44,5.6,22.8,Red,Zaid,Kolkata,Muskmelon
25.0,85.8,73.16275562454594,69,53,32,5.4,184.6,Black,Kharif,Nashik,Jute
26.8,97.2,89.86698720892885,59,47,57,5.8,203.7,Red,Rabi,Mumbai,Papaya
26.9,61.5,55.11581656831786,22,54,29,7.1,41.1,Red,Zaid,Hyderabad,Mungbean
24.8,96.6,84.59276186060816,90,13,57,5.4,18.2,Loamy,Zaid,Nashik,Muskmelon
20.4,50.5,45.407872405662275,23,76,72,5.5,62.4,Red,Rabi,Ahmedabad,Chickpea
14.0,90.9,85.86666050903557,35,143,197,5.7,95.6,Loamy,Kharif,Hyderabad,Apple
9.4,95.5,84.38697248655008,24,115,204,6.3,104.2,Red,Zaid,Bangalore,Apple
25.8,96.1,89.21029949372327,19,20,43,7.1,116.2,Black,Zaid,Kolkata,Pomegranate
23.0,69.7,57.045777363907234,22,66,25,6.8,44.7,Black,Kharif,Hyderabad,Lentil
28.8,67.7,59.70991094058843,41,49,19,3.9,44.0,Clay,Kharif,Mumbai,Mothbeans
28.0,57.3,42.466372103129885,39,79,15,6.7,56.0,Loamy,Zaid,Mumbai,Blackgram
25.4,93.9,84.82241020405245,98,13,50,6.3,47.6,Black,Zaid,Nashik,Watermelon
18.7,57.5,45.39420165865351,17,75,15,7.2,116.3,Red,Zaid,Bangalore,Pigeonpeas
29.1,87.9,75.42070968371553,40,20,15,7.4,95.2,Red,Kharif,Nagpur,Orange
25.0,64.8,59.69913223431108,46,80,17,7.4,61.9,Clay,Rabi,Pune,Blackgram
17.4,43.0,29.473969722200714,41,55,22,4.7,111.1,Clay,Zaid,Bangalore,Pigeonpeas
27.8,83.7,69.77948637295943,60,47,32,6.3,224.0,Black,Kharif,Nagpur,Rice
27.9,43.0,32.53874612569504,26,64,17,5.3,56.1,Black,Kharif,Pune,Mothbeans
24.7,85.1,72.56157139005755,81,35,33,6.1,189.7,Black,Kharif,Kolkata,Rice
30.2,48.6,34.29778744735087,20,46,27,8.6,37.7,Black,Kharif,Nagpur,Mothbeans
27.3,54.1,43.92220815585959,88,53,27,5.6,73.8,Loamy,Kharif,Hyderabad,Maize
17.7,97.0,86.35288018648683,39,9,36,6.7,105.7,Black,Zaid,Mumbai,Pomegranate
27.3,77.3,64.46703706159299,85,85,44,6.0,116.1,Loamy,Rabi,Delhi,Banana
25.4,48.5,38.11521117359421,143,33,11,7.5,88.7,Loamy,Kharif,Kolkata,Cotton
22.0,79.1,68.55042971701975,29,134,198,6.0,76.9,Red,Kharif,Nashik,Grapes
25.7,80.5,66.74284512896241,123,67,40,6.0,86.7,Loamy,Zaid,Ahmedabad,Banana
23.7,87.1,73.09274771119239,30,123,197,6.7,66.7,Loamy,Rabi,Chennai,Grapes
25.0,90.2,77.55042461048508,101,11,51,6.8,36.5,Loamy,Zaid,Bangalore,Watermelon
25.1,94.3,79.57499969509718,116,18,55,6.4,21.5,Red,Zaid,Delhi,Muskmelon
25.9,67.5,56.1415111879554,93,41,37,7.1,182.5,Red,Kharif,Nashik,Jute
30.8,48.6,33.777111133399174,30,17,37,5.0,95.7,Loamy,Zaid,Mumbai,Mango
23.1,83.8,78.71462553393062,79,45,39,6.6,141.8,Red,Kharif,Hyderabad,Jute
29.6,89.0,79.54637266928707,119,11,49,5.7,34.0,Red,Zaid,Mumbai,Muskmelon
23.8,85.6,78.15807267709691,36,23,46,5.5,99.7,Loamy,Rabi,Chennai,Pomegranate
17.1,58.8,49.84866249095369,40,69,82,6.5,25.5,Clay,Rabi,Hyderabad,Chickpea
34.8,57.1,44.07919572660124,41,29,33,4.7,106.5,Loamy,Rabi,Nashik,Mango
25.2,47.4,36.39646605108251,98,16,38,6.7,127.2,Clay,Kharif,Mumbai,Coffee
27.3,88.8,83.67762820563387,17,26,33,5.4,202.2,Loamy,Zaid,Pune,Coconut
33.7,47.6,41.799601821177866,18,23,27,4.6,89.4,Red,Zaid,Kolkata,Mango
17.7,26.8,19.013875286910935,36,81,14,6.0,112.1,Black,Kharif,Hyderabad,Kidneybeans
27.9,88.4,76.2463413492672,116,8,51,5.5,24.5,Red,Zaid,Pune,Muskmelon
8.0,94.4,85.99645913731658,40,138,199,5.3,124.2,Loamy,Kharif,Hyderabad,Apple
21.6,32.6,18.370679730958305,30,65,12,5.7,74.7,Loamy,Zaid,Delhi,Kidneybeans
24.8,87.3,81.62964523949464,68,58,33,6.8,181.0,Clay,Kharif,Chennai,Rice
25.3,56.3,45.47614278660767,67,60,29,6.6,91.7,Loamy,Kharif,Pune,Maize
26.1,73.4,60.02678043047288,80,50,39,5.5,176.4,Clay,Kharif,Hyderabad,Jute
22.4,31.8,20.02340098843603,37,64,17,5.8,142.8,Clay,Zaid,Ahmedabad,Kidneybeans
24.0,81.8,74.11204379086688,92,59,30,5.6,156.7,Black,Kharif,Chennai,Jute
29.6,86.5,77.15932575367276,19,148,200,6.6,66.4,Loamy,Rabi,Nagpur,Grapes
27.5,89.0,80.48888502346048,86,27,55,5.8,65.0,Red,Zaid,Kolkata,Watermelon
26.2,93.9,84.68710277408393,114,23,41,6.6,22.6,Loamy,Zaid,Nashik,Muskmelon
26.2,82.4,69.99007168168136,116,81,43,5.9,97.6,Clay,Rabi,Kolkata,Banana
26.5,54.3,40.45655611658323,117,18,34,6.4,144.7,Red,Rabi,Pune,Coffee
27.0,65.1,51.81107795348015,38,32,11,7.8,55.3,Red,Rabi,Bangalore,Mothbeans
22.7,70.1,62.665262264674624,98,33,25,7.7,73.7,Loamy,Kharif,Mumbai,Cotton
23.9,72.0,61.53261457110193,19,60,11,6.5,32.1,Black,Rabi,Hyderabad,Lentil
27.7,57.5,48.33250428618116,28,30,22,6.6,53.0,Loamy,Rabi,Kolkata,Mungbean
14.2,95.2,85.67663786781372,35,22,19,6.6,106.6,Black,Rabi,Pune,Orange
25.0,92.2,86.20370959880375,59,50,58,5.9,192.3,Clay,Zaid,Delhi,Papaya
19.4,87.7,74.26376314003761,36,22,33,5.9,96.0,Red,Zaid,Delhi,Pomegranate
5.0,88.6,83.21980627810638,42,128,196,6.4,101.2,Clay,Zaid,Nagpur,Apple
24.8,73.3,62.09498951631813,80,56,31,5.9,141.8,Red,Kharif,Chennai,Jute
26.7,83.4,74.39400108364006,66,51,45,7.0,193.0,Red,Kharif,Delhi,Rice
21.3,59.2,52.77287263755975,134,63,11,6.8,90.1,Red,Kharif,Delhi,Cotton
26.5,63.3,55.559433709877624,60,81,21,7.6,76.8,Black,Rabi,Mumbai,Blackgram
32.5,64.1,58.068344127959065,61,64,13,7.3,69.4,Black,Rabi,Delhi,Blackgram
24.1,87.8,74.25771853043732,20,32,38,6.8,104.9,Black,Zaid,Ahmedabad,Pomegranate
35.0,52.0,42.34085764501538,31,14,33,5.1,105.5,Loamy,Zaid,Nagpur,Mango
26.1,96.7,89.0942883775284,92,8,52,6.7,47.0,Clay,Zaid,Ahmedabad,Watermelon
28.0,96.8,83.17965932531754,39,31,25,5.7,163.8,Loamy,Rabi,Nashik,Coconut
18.1,90.9,76.32957730480646,26,26,41,6.2,106.6,Clay,Zaid,Kolkata,Pomegranate
26.0,89.2,81.59535519500088,65,57,41,6.9,128.2,Loamy,Rabi,Bangalore,Papaya
17.7,24.3,15.036051397740778,28,71,11,5.3,94.5,Clay,Zaid,Nagpur,Kidneybeans
25.5,95.0,87.07772631306995,93,19,59,6.4,60.1,Black,Zaid,Chennai,Watermelon
34.4,47.8,33.96678041475943,29,12,29,4.5,82.6,Loamy,Kharif,Ahmedabad,Mango
30.4,55.9,45.64449295843872,42,74,11,5.5,91.4,Clay,Zaid,Pune,Pigeonpeas
14.1,91.6,86.34798693129588,26,16,6,7.4,108.2,Clay,Zaid,Delhi,Orange
24.5,87.3,73.74453383106952,56,68,56,6.1,181.2,Black,Zaid,Hyderabad,Papaya
27.4,61.3,49.44820240791039,91,33,21,6.3,176.7,Black,Zaid,Chennai,Coffee
31.3,61.4,52.00109345307957,38,55,22,7.6,78.4,Loamy,Rabi,Pune,Blackgram
20.7,85.1,76.42114920884065,19,127,209,6.2,67.3,Loamy,Kharif,Kolkata,Grapes
26.9,84.3,72.36691940211118,111,86,41,6.4,97.0,Clay,Kharif,Bangalore,Banana
18.3,64.5,56.87653918055657,61,32,26,5.7,72.0,Red,Kharif,Nagpur,Maize
19.9,49.4,35.55310217331498,23,62,87,6.3,26.2,Loamy,Rabi,Hyderabad,Chickpea
5.0,88.1,74.08202993514405,25,134,201,5.5,98.2,Black,Zaid,Kolkata,Apple
23.7,58.6,50.76716544115482,119,26,30,6.6,151.9,Clay,Kharif,Delhi,Coffee
26.1,57.9,47.89902452682216,32,30,23,5.7,108.4,Loamy,Kharif,Hyderabad,Mango
19.7,94.0,81.8119765742112,18,23,49,5.6,116.4,Red,Kharif,Bangalore,Pomegranate
24.6,82.8,74.37391835139017,110,89,43,6.1,108.6,Clay,Rabi,Kolkata,Banana
20.3,95.0,82.83049232984492,27,13,10,6.2,110.0,Red,Kharif,Hyderabad,Orange
25.9,94.4,79.41531795960891,116,8,45,6.7,40.4,Clay,Zaid,Mumbai,Watermelon
22.3,48.8,41.35543882252329,103,27,36,6.5,181.9,Loamy,Zaid,Pune,Coffee
26.0,54.2,41.89165548663145,44,33,15,4.8,70.8,Black,Kharif,Pune,Mothbeans
26.2,94.7,85.54477148730402,102,11,50,5.4,20.4,Red,Zaid,Kolkata,Muskmelon
23.7,88.0,75.41793378407347,24,137,202,6.7,59.9,Loamy,Rabi,Kolkata,Grapes
24.5,96.0,84.61513627827925,107,30,48,6.1,18.7,Red,Zaid,Delhi,Muskmelon
30.5,64.1,55.77888445789811,27,62,16,7.0,59.8,Clay,Rabi,Hyderabad,Mungbean
26.5,53.1,38.532850484080356,20,63,28,5.2,39.4,Clay,Rabi,Ahmedabad,Mothbeans
29.1,79.6,69.13462351369623,124,68,45,5.6,104.6,Clay,Rabi,Chennai,Banana
